expression,expected_result,wrapper,pair_id,family,source,target,expected_strategy
((2*sin(x)+2*sqrt(3)*cos(x))/q) - ((4*sin(x+pi/3))/q),0,common_denominator_zero,contract_trig_phase_shift_exact_third_scaled_sum_to_shifted_sine,trig_contract,2*sin(x)+2*sqrt(3)*cos(x),4*sin(x+pi/3),contract trig
((2*sin(x)+2*sqrt(3)*cos(x)) + 1)/((4*sin(x+pi/3)) + 1),1,shifted_quotient_one,contract_trig_phase_shift_exact_third_scaled_sum_to_shifted_sine,trig_contract,2*sin(x)+2*sqrt(3)*cos(x),4*sin(x+pi/3),contract trig
((4*sin(x+pi/3)) + m) - ((2*sin(x)+2*sqrt(3)*cos(x)) + m),0,additive_passthrough_zero,expand_trig_phase_shift_exact_third_scaled_shifted_sine_to_sum,trig_expand,4*sin(x+pi/3),2*sin(x)+2*sqrt(3)*cos(x),expand trig
k*(4*sin(x+pi/3)) - k*(2*sin(x)+2*sqrt(3)*cos(x)),0,scaled_difference_zero,expand_trig_phase_shift_exact_third_scaled_shifted_sine_to_sum,trig_expand,4*sin(x+pi/3),2*sin(x)+2*sqrt(3)*cos(x),expand trig
((4*sin(x+pi/3))/q) - ((2*sin(x)+2*sqrt(3)*cos(x))/q),0,common_denominator_zero,expand_trig_phase_shift_exact_third_scaled_shifted_sine_to_sum,trig_expand,4*sin(x+pi/3),2*sin(x)+2*sqrt(3)*cos(x),expand trig
((4*sin(x+pi/3)) + 1)/((2*sin(x)+2*sqrt(3)*cos(x)) + 1),1,shifted_quotient_one,expand_trig_phase_shift_exact_third_scaled_shifted_sine_to_sum,trig_expand,4*sin(x+pi/3),2*sin(x)+2*sqrt(3)*cos(x),expand trig
((sqrt(3)*sin(x)+cos(x)) + m) - ((2*sin(x+pi/6)) + m),0,additive_passthrough_zero,contract_trig_phase_shift_exact_sixth_sum_to_shifted_sine,trig_contract,sqrt(3)*sin(x)+cos(x),2*sin(x+pi/6),contract trig
k*(sqrt(3)*sin(x)+cos(x)) - k*(2*sin(x+pi/6)),0,scaled_difference_zero,contract_trig_phase_shift_exact_sixth_sum_to_shifted_sine,trig_contract,sqrt(3)*sin(x)+cos(x),2*sin(x+pi/6),contract trig
((sqrt(3)*sin(x)+cos(x))/q) - ((2*sin(x+pi/6))/q),0,common_denominator_zero,contract_trig_phase_shift_exact_sixth_sum_to_shifted_sine,trig_contract,sqrt(3)*sin(x)+cos(x),2*sin(x+pi/6),contract trig
((sqrt(3)*sin(x)+cos(x)) + 1)/((2*sin(x+pi/6)) + 1),1,shifted_quotient_one,contract_trig_phase_shift_exact_sixth_sum_to_shifted_sine,trig_contract,sqrt(3)*sin(x)+cos(x),2*sin(x+pi/6),contract trig
((2*sin(x+pi/6)) + m) - ((sqrt(3)*sin(x)+cos(x)) + m),0,additive_passthrough_zero,expand_trig_phase_shift_exact_sixth_shifted_sine_to_sum,trig_expand,2*sin(x+pi/6),sqrt(3)*sin(x)+cos(x),expand trig
k*(2*sin(x+pi/6)) - k*(sqrt(3)*sin(x)+cos(x)),0,scaled_difference_zero,expand_trig_phase_shift_exact_sixth_shifted_sine_to_sum,trig_expand,2*sin(x+pi/6),sqrt(3)*sin(x)+cos(x),expand trig
((2*sin(x+pi/6))/q) - ((sqrt(3)*sin(x)+cos(x))/q),0,common_denominator_zero,expand_trig_phase_shift_exact_sixth_shifted_sine_to_sum,trig_expand,2*sin(x+pi/6),sqrt(3)*sin(x)+cos(x),expand trig
((2*sin(x+pi/6)) + 1)/((sqrt(3)*sin(x)+cos(x)) + 1),1,shifted_quotient_one,expand_trig_phase_shift_exact_sixth_shifted_sine_to_sum,trig_expand,2*sin(x+pi/6),sqrt(3)*sin(x)+cos(x),expand trig
((3*sin(x)+4*cos(x)) + m) - ((5*sin(x+arctan(4/3))) + m),0,additive_passthrough_zero,contract_trig_phase_shift_general_sum_to_shifted_sine,trig_contract,3*sin(x)+4*cos(x),5*sin(x+arctan(4/3)),contract trig
k*(3*sin(x)+4*cos(x)) - k*(5*sin(x+arctan(4/3))),0,scaled_difference_zero,contract_trig_phase_shift_general_sum_to_shifted_sine,trig_contract,3*sin(x)+4*cos(x),5*sin(x+arctan(4/3)),contract trig
((3*sin(x)+4*cos(x))/q) - ((5*sin(x+arctan(4/3)))/q),0,common_denominator_zero,contract_trig_phase_shift_general_sum_to_shifted_sine,trig_contract,3*sin(x)+4*cos(x),5*sin(x+arctan(4/3)),contract trig
((3*sin(x)+4*cos(x)) + 1)/((5*sin(x+arctan(4/3))) + 1),1,shifted_quotient_one,contract_trig_phase_shift_general_sum_to_shifted_sine,trig_contract,3*sin(x)+4*cos(x),5*sin(x+arctan(4/3)),contract trig
((5*sin(x+arctan(4/3))) + m) - ((3*sin(x)+4*cos(x)) + m),0,additive_passthrough_zero,expand_trig_phase_shift_general_shifted_sine_to_sum,trig_expand,5*sin(x+arctan(4/3)),3*sin(x)+4*cos(x),expand trig
k*(5*sin(x+arctan(4/3))) - k*(3*sin(x)+4*cos(x)),0,scaled_difference_zero,expand_trig_phase_shift_general_shifted_sine_to_sum,trig_expand,5*sin(x+arctan(4/3)),3*sin(x)+4*cos(x),expand trig
((5*sin(x+arctan(4/3)))/q) - ((3*sin(x)+4*cos(x))/q),0,common_denominator_zero,expand_trig_phase_shift_general_shifted_sine_to_sum,trig_expand,5*sin(x+arctan(4/3)),3*sin(x)+4*cos(x),expand trig
((5*sin(x+arctan(4/3))) + 1)/((3*sin(x)+4*cos(x)) + 1),1,shifted_quotient_one,expand_trig_phase_shift_general_shifted_sine_to_sum,trig_expand,5*sin(x+arctan(4/3)),3*sin(x)+4*cos(x),expand trig
((sin(x)+cos(x)+a) + m) - ((sqrt(2)*sin(x+pi/4)+a) + m),0,additive_passthrough_zero,contract_trig_phase_shift_sum_to_shifted_sine_with_passthrough,trig_contract,sin(x)+cos(x)+a,sqrt(2)*sin(x+pi/4)+a,contract trig
k*(sin(x)+cos(x)+a) - k*(sqrt(2)*sin(x+pi/4)+a),0,scaled_difference_zero,contract_trig_phase_shift_sum_to_shifted_sine_with_passthrough,trig_contract,sin(x)+cos(x)+a,sqrt(2)*sin(x+pi/4)+a,contract trig
((sin(x)+cos(x)+a)/q) - ((sqrt(2)*sin(x+pi/4)+a)/q),0,common_denominator_zero,contract_trig_phase_shift_sum_to_shifted_sine_with_passthrough,trig_contract,sin(x)+cos(x)+a,sqrt(2)*sin(x+pi/4)+a,contract trig
((sin(x)+cos(x)+a) + 1)/((sqrt(2)*sin(x+pi/4)+a) + 1),1,shifted_quotient_one,contract_trig_phase_shift_sum_to_shifted_sine_with_passthrough,trig_contract,sin(x)+cos(x)+a,sqrt(2)*sin(x+pi/4)+a,contract trig
((2*sqrt(2)*sin(x+pi/4)+a) + m) - ((2*sin(x)+2*cos(x)+a) + m),0,additive_passthrough_zero,expand_trig_phase_shift_scaled_shifted_sine_to_sum_with_passthrough,trig_expand,2*sqrt(2)*sin(x+pi/4)+a,2*sin(x)+2*cos(x)+a,expand trig
k*(2*sqrt(2)*sin(x+pi/4)+a) - k*(2*sin(x)+2*cos(x)+a),0,scaled_difference_zero,expand_trig_phase_shift_scaled_shifted_sine_to_sum_with_passthrough,trig_expand,2*sqrt(2)*sin(x+pi/4)+a,2*sin(x)+2*cos(x)+a,expand trig
((2*sqrt(2)*sin(x+pi/4)+a)/q) - ((2*sin(x)+2*cos(x)+a)/q),0,common_denominator_zero,expand_trig_phase_shift_scaled_shifted_sine_to_sum_with_passthrough,trig_expand,2*sqrt(2)*sin(x+pi/4)+a,2*sin(x)+2*cos(x)+a,expand trig
((2*sqrt(2)*sin(x+pi/4)+a) + 1)/((2*sin(x)+2*cos(x)+a) + 1),1,shifted_quotient_one,expand_trig_phase_shift_scaled_shifted_sine_to_sum_with_passthrough,trig_expand,2*sqrt(2)*sin(x+pi/4)+a,2*sin(x)+2*cos(x)+a,expand trig
((3*sin(x)+4*cos(x)+a) + m) - ((5*sin(x+arctan(4/3))+a) + m),0,additive_passthrough_zero,contract_trig_phase_shift_general_sum_to_shifted_sine_with_passthrough,trig_contract,3*sin(x)+4*cos(x)+a,5*sin(x+arctan(4/3))+a,contract trig
k*(3*sin(x)+4*cos(x)+a) - k*(5*sin(x+arctan(4/3))+a),0,scaled_difference_zero,contract_trig_phase_shift_general_sum_to_shifted_sine_with_passthrough,trig_contract,3*sin(x)+4*cos(x)+a,5*sin(x+arctan(4/3))+a,contract trig
((3*sin(x)+4*cos(x)+a)/q) - ((5*sin(x+arctan(4/3))+a)/q),0,common_denominator_zero,contract_trig_phase_shift_general_sum_to_shifted_sine_with_passthrough,trig_contract,3*sin(x)+4*cos(x)+a,5*sin(x+arctan(4/3))+a,contract trig
((3*sin(x)+4*cos(x)+a) + 1)/((5*sin(x+arctan(4/3))+a) + 1),1,shifted_quotient_one,contract_trig_phase_shift_general_sum_to_shifted_sine_with_passthrough,trig_contract,3*sin(x)+4*cos(x)+a,5*sin(x+arctan(4/3))+a,contract trig
((5*sin(x+arctan(4/3))+a) + m) - ((3*sin(x)+4*cos(x)+a) + m),0,additive_passthrough_zero,expand_trig_phase_shift_general_shifted_sine_to_sum_with_passthrough,trig_expand,5*sin(x+arctan(4/3))+a,3*sin(x)+4*cos(x)+a,expand trig
k*(5*sin(x+arctan(4/3))+a) - k*(3*sin(x)+4*cos(x)+a),0,scaled_difference_zero,expand_trig_phase_shift_general_shifted_sine_to_sum_with_passthrough,trig_expand,5*sin(x+arctan(4/3))+a,3*sin(x)+4*cos(x)+a,expand trig
((5*sin(x+arctan(4/3))+a)/q) - ((3*sin(x)+4*cos(x)+a)/q),0,common_denominator_zero,expand_trig_phase_shift_general_shifted_sine_to_sum_with_passthrough,trig_expand,5*sin(x+arctan(4/3))+a,3*sin(x)+4*cos(x)+a,expand trig
((5*sin(x+arctan(4/3))+a) + 1)/((3*sin(x)+4*cos(x)+a) + 1),1,shifted_quotient_one,expand_trig_phase_shift_general_shifted_sine_to_sum_with_passthrough,trig_expand,5*sin(x+arctan(4/3))+a,3*sin(x)+4*cos(x)+a,expand trig
((2*sin(x)*cos(x)) + m) - ((sin(2*x)) + m),0,additive_passthrough_zero,contract_trig_double_sin,trig_contract,2*sin(x)*cos(x),sin(2*x),contract trig
k*(2*sin(x)*cos(x)) - k*(sin(2*x)),0,scaled_difference_zero,contract_trig_double_sin,trig_contract,2*sin(x)*cos(x),sin(2*x),contract trig
((2*sin(x)*cos(x))/q) - ((sin(2*x))/q),0,common_denominator_zero,contract_trig_double_sin,trig_contract,2*sin(x)*cos(x),sin(2*x),contract trig
((2*sin(x)*cos(x)) + 1)/((sin(2*x)) + 1),1,shifted_quotient_one,contract_trig_double_sin,trig_contract,2*sin(x)*cos(x),sin(2*x),contract trig
1/((2*sin(x)*cos(x))+c) - 1/((sin(2*x))+c),0,reciprocal_shifted_difference_zero,contract_trig_double_sin,trig_contract,2*sin(x)*cos(x),sin(2*x),reciprocal shifted difference
1/(((2*sin(x)*cos(x))+r/s)+c) - 1/(((sin(2*x))+r/s)+c),0,reciprocal_shifted_difference_zero,contract_trig_double_sin_noise_fraction,trig_contract,2*sin(x)*cos(x),sin(2*x),reciprocal shifted difference noise budget
((sin(x + x)) + m) - ((2*sin(x)*cos(x)) + m),0,additive_passthrough_zero,expand_trig_after_simplify,trig_expand,sin(x + x),2*sin(x)*cos(x),expand trig
k*(sin(x + x)) - k*(2*sin(x)*cos(x)),0,scaled_difference_zero,expand_trig_after_simplify,trig_expand,sin(x + x),2*sin(x)*cos(x),expand trig
((sin(x + x))/q) - ((2*sin(x)*cos(x))/q),0,common_denominator_zero,expand_trig_after_simplify,trig_expand,sin(x + x),2*sin(x)*cos(x),expand trig
((sin(x + x)) + 1)/((2*sin(x)*cos(x)) + 1),1,shifted_quotient_one,expand_trig_after_simplify,trig_expand,sin(x + x),2*sin(x)*cos(x),expand trig
(((sin(2*x))/(cos(2*x))) + m) - ((tan(2*x)) + m),0,additive_passthrough_zero,contract_trig_tan_quotient,trig_contract,(sin(2*x))/(cos(2*x)),tan(2*x),contract trig
k*((sin(2*x))/(cos(2*x))) - k*(tan(2*x)),0,scaled_difference_zero,contract_trig_tan_quotient,trig_contract,(sin(2*x))/(cos(2*x)),tan(2*x),contract trig
(((sin(2*x))/(cos(2*x)))/q) - ((tan(2*x))/q),0,common_denominator_zero,contract_trig_tan_quotient,trig_contract,(sin(2*x))/(cos(2*x)),tan(2*x),contract trig
(((sin(2*x))/(cos(2*x))) + 1)/((tan(2*x)) + 1),1,shifted_quotient_one,contract_trig_tan_quotient,trig_contract,(sin(2*x))/(cos(2*x)),tan(2*x),contract trig
((sin(2*x)/cos(x+x)) + m) - ((tan(2*x)) + m),0,additive_passthrough_zero,contract_trig_tan_quotient_after_arg_simplify,trig_contract,sin(2*x)/cos(x+x),tan(2*x),contract trig
k*(sin(2*x)/cos(x+x)) - k*(tan(2*x)),0,scaled_difference_zero,contract_trig_tan_quotient_after_arg_simplify,trig_contract,sin(2*x)/cos(x+x),tan(2*x),contract trig
((sin(2*x)/cos(x+x))/q) - ((tan(2*x))/q),0,common_denominator_zero,contract_trig_tan_quotient_after_arg_simplify,trig_contract,sin(2*x)/cos(x+x),tan(2*x),contract trig
((sin(2*x)/cos(x+x)) + 1)/((tan(2*x)) + 1),1,shifted_quotient_one,contract_trig_tan_quotient_after_arg_simplify,trig_contract,sin(2*x)/cos(x+x),tan(2*x),contract trig
((1/cos(x)) + m) - ((sec(x)) + m),0,additive_passthrough_zero,contract_trig_sec_reciprocal,trig_contract,1/cos(x),sec(x),contract trig
k*(1/cos(x)) - k*(sec(x)),0,scaled_difference_zero,contract_trig_sec_reciprocal,trig_contract,1/cos(x),sec(x),contract trig
((1/cos(x))/q) - ((sec(x))/q),0,common_denominator_zero,contract_trig_sec_reciprocal,trig_contract,1/cos(x),sec(x),contract trig
((1/cos(x)) + 1)/((sec(x)) + 1),1,shifted_quotient_one,contract_trig_sec_reciprocal,trig_contract,1/cos(x),sec(x),contract trig
((1/sin(x)) + m) - ((csc(x)) + m),0,additive_passthrough_zero,contract_trig_csc_reciprocal,trig_contract,1/sin(x),csc(x),contract trig
k*(1/sin(x)) - k*(csc(x)),0,scaled_difference_zero,contract_trig_csc_reciprocal,trig_contract,1/sin(x),csc(x),contract trig
((1/sin(x))/q) - ((csc(x))/q),0,common_denominator_zero,contract_trig_csc_reciprocal,trig_contract,1/sin(x),csc(x),contract trig
((1/sin(x)) + 1)/((csc(x)) + 1),1,shifted_quotient_one,contract_trig_csc_reciprocal,trig_contract,1/sin(x),csc(x),contract trig
((cos(x)/sin(x)) + m) - ((cot(x)) + m),0,additive_passthrough_zero,contract_trig_cot_quotient,trig_contract,cos(x)/sin(x),cot(x),contract trig
k*(cos(x)/sin(x)) - k*(cot(x)),0,scaled_difference_zero,contract_trig_cot_quotient,trig_contract,cos(x)/sin(x),cot(x),contract trig
((cos(x)/sin(x))/q) - ((cot(x))/q),0,common_denominator_zero,contract_trig_cot_quotient,trig_contract,cos(x)/sin(x),cot(x),contract trig
((cos(x)/sin(x)) + 1)/((cot(x)) + 1),1,shifted_quotient_one,contract_trig_cot_quotient,trig_contract,cos(x)/sin(x),cot(x),contract trig
((cos(2*x)) + m) - ((1 - 2*sin(x)^2) + m),0,additive_passthrough_zero,expand_trig_double_cos_as_one_minus_sin_sq,trig_expand,cos(2*x),1 - 2*sin(x)^2,expand trig
k*(cos(2*x)) - k*(1 - 2*sin(x)^2),0,scaled_difference_zero,expand_trig_double_cos_as_one_minus_sin_sq,trig_expand,cos(2*x),1 - 2*sin(x)^2,expand trig
((cos(2*x))/q) - ((1 - 2*sin(x)^2)/q),0,common_denominator_zero,expand_trig_double_cos_as_one_minus_sin_sq,trig_expand,cos(2*x),1 - 2*sin(x)^2,expand trig
((cos(2*x)) + 1)/((1 - 2*sin(x)^2) + 1),1,shifted_quotient_one,expand_trig_double_cos_as_one_minus_sin_sq,trig_expand,cos(2*x),1 - 2*sin(x)^2,expand trig
((cos(2*x)) + m) - ((2*cos(x)^2 - 1) + m),0,additive_passthrough_zero,expand_trig_double_cos_as_two_cos_sq_minus_one,trig_expand,cos(2*x),2*cos(x)^2 - 1,expand trig
k*(cos(2*x)) - k*(2*cos(x)^2 - 1),0,scaled_difference_zero,expand_trig_double_cos_as_two_cos_sq_minus_one,trig_expand,cos(2*x),2*cos(x)^2 - 1,expand trig
((cos(2*x))/q) - ((2*cos(x)^2 - 1)/q),0,common_denominator_zero,expand_trig_double_cos_as_two_cos_sq_minus_one,trig_expand,cos(2*x),2*cos(x)^2 - 1,expand trig
((cos(2*x)) + 1)/((2*cos(x)^2 - 1) + 1),1,shifted_quotient_one,expand_trig_double_cos_as_two_cos_sq_minus_one,trig_expand,cos(2*x),2*cos(x)^2 - 1,expand trig
((1 - 2*sin(x)^2) + m) - ((cos(2*x)) + m),0,additive_passthrough_zero,contract_trig_double_cos_from_one_minus_sin_sq,trig_contract,1 - 2*sin(x)^2,cos(2*x),contract trig
k*(1 - 2*sin(x)^2) - k*(cos(2*x)),0,scaled_difference_zero,contract_trig_double_cos_from_one_minus_sin_sq,trig_contract,1 - 2*sin(x)^2,cos(2*x),contract trig
((1 - 2*sin(x)^2)/q) - ((cos(2*x))/q),0,common_denominator_zero,contract_trig_double_cos_from_one_minus_sin_sq,trig_contract,1 - 2*sin(x)^2,cos(2*x),contract trig
((1 - 2*sin(x)^2) + 1)/((cos(2*x)) + 1),1,shifted_quotient_one,contract_trig_double_cos_from_one_minus_sin_sq,trig_contract,1 - 2*sin(x)^2,cos(2*x),contract trig
((2*cos(x)^2 - 1) + m) - ((cos(2*x)) + m),0,additive_passthrough_zero,contract_trig_double_cos_from_two_cos_sq_minus_one,trig_contract,2*cos(x)^2 - 1,cos(2*x),contract trig
k*(2*cos(x)^2 - 1) - k*(cos(2*x)),0,scaled_difference_zero,contract_trig_double_cos_from_two_cos_sq_minus_one,trig_contract,2*cos(x)^2 - 1,cos(2*x),contract trig
((2*cos(x)^2 - 1)/q) - ((cos(2*x))/q),0,common_denominator_zero,contract_trig_double_cos_from_two_cos_sq_minus_one,trig_contract,2*cos(x)^2 - 1,cos(2*x),contract trig
((2*cos(x)^2 - 1) + 1)/((cos(2*x)) + 1),1,shifted_quotient_one,contract_trig_double_cos_from_two_cos_sq_minus_one,trig_contract,2*cos(x)^2 - 1,cos(2*x),contract trig
((sin(x)^2 - cos(x)^2) + m) - ((-cos(2*x)) + m),0,additive_passthrough_zero,contract_trig_negative_double_cos_from_square_diff,trig_contract,sin(x)^2 - cos(x)^2,-cos(2*x),contract trig
k*(sin(x)^2 - cos(x)^2) - k*(-cos(2*x)),0,scaled_difference_zero,contract_trig_negative_double_cos_from_square_diff,trig_contract,sin(x)^2 - cos(x)^2,-cos(2*x),contract trig
((sin(x)^2 - cos(x)^2)/q) - ((-cos(2*x))/q),0,common_denominator_zero,contract_trig_negative_double_cos_from_square_diff,trig_contract,sin(x)^2 - cos(x)^2,-cos(2*x),contract trig
((sin(x)^2 - cos(x)^2) + 1)/((-cos(2*x)) + 1),1,shifted_quotient_one,contract_trig_negative_double_cos_from_square_diff,trig_contract,sin(x)^2 - cos(x)^2,-cos(2*x),contract trig
((-cos(2*x)) + m) - ((sin(x)^2 - cos(x)^2) + m),0,additive_passthrough_zero,expand_trig_negative_double_cos_as_square_diff,trig_expand,-cos(2*x),sin(x)^2 - cos(x)^2,expand trig
k*(-cos(2*x)) - k*(sin(x)^2 - cos(x)^2),0,scaled_difference_zero,expand_trig_negative_double_cos_as_square_diff,trig_expand,-cos(2*x),sin(x)^2 - cos(x)^2,expand trig
((-cos(2*x))/q) - ((sin(x)^2 - cos(x)^2)/q),0,common_denominator_zero,expand_trig_negative_double_cos_as_square_diff,trig_expand,-cos(2*x),sin(x)^2 - cos(x)^2,expand trig
((-cos(2*x)) + 1)/((sin(x)^2 - cos(x)^2) + 1),1,shifted_quotient_one,expand_trig_negative_double_cos_as_square_diff,trig_expand,-cos(2*x),sin(x)^2 - cos(x)^2,expand trig
((-2*sin(x)*cos(x)) + m) - ((-sin(2*x)) + m),0,additive_passthrough_zero,contract_trig_negative_double_sin,trig_contract,-2*sin(x)*cos(x),-sin(2*x),contract trig
k*(-2*sin(x)*cos(x)) - k*(-sin(2*x)),0,scaled_difference_zero,contract_trig_negative_double_sin,trig_contract,-2*sin(x)*cos(x),-sin(2*x),contract trig
((-2*sin(x)*cos(x))/q) - ((-sin(2*x))/q),0,common_denominator_zero,contract_trig_negative_double_sin,trig_contract,-2*sin(x)*cos(x),-sin(2*x),contract trig
((-2*sin(x)*cos(x)) + 1)/((-sin(2*x)) + 1),1,shifted_quotient_one,contract_trig_negative_double_sin,trig_contract,-2*sin(x)*cos(x),-sin(2*x),contract trig
((-sin(2*x)) + m) - ((-2*sin(x)*cos(x)) + m),0,additive_passthrough_zero,expand_trig_negative_double_sin,trig_expand,-sin(2*x),-2*sin(x)*cos(x),expand trig
k*(-sin(2*x)) - k*(-2*sin(x)*cos(x)),0,scaled_difference_zero,expand_trig_negative_double_sin,trig_expand,-sin(2*x),-2*sin(x)*cos(x),expand trig
((-sin(2*x))/q) - ((-2*sin(x)*cos(x))/q),0,common_denominator_zero,expand_trig_negative_double_sin,trig_expand,-sin(2*x),-2*sin(x)*cos(x),expand trig
((-sin(2*x)) + 1)/((-2*sin(x)*cos(x)) + 1),1,shifted_quotient_one,expand_trig_negative_double_sin,trig_expand,-sin(2*x),-2*sin(x)*cos(x),expand trig
((1 + tan(x)^2) + m) - ((sec(x)^2) + m),0,additive_passthrough_zero,contract_trig_sec_squared,trig_contract,1 + tan(x)^2,sec(x)^2,contract trig
k*(1 + tan(x)^2) - k*(sec(x)^2),0,scaled_difference_zero,contract_trig_sec_squared,trig_contract,1 + tan(x)^2,sec(x)^2,contract trig
((1 + tan(x)^2)/q) - ((sec(x)^2)/q),0,common_denominator_zero,contract_trig_sec_squared,trig_contract,1 + tan(x)^2,sec(x)^2,contract trig
((1 + tan(x)^2) + 1)/((sec(x)^2) + 1),1,shifted_quotient_one,contract_trig_sec_squared,trig_contract,1 + tan(x)^2,sec(x)^2,contract trig
((1 + cot(x)^2) + m) - ((csc(x)^2) + m),0,additive_passthrough_zero,contract_trig_csc_squared,trig_contract,1 + cot(x)^2,csc(x)^2,contract trig
k*(1 + cot(x)^2) - k*(csc(x)^2),0,scaled_difference_zero,contract_trig_csc_squared,trig_contract,1 + cot(x)^2,csc(x)^2,contract trig
((1 + cot(x)^2)/q) - ((csc(x)^2)/q),0,common_denominator_zero,contract_trig_csc_squared,trig_contract,1 + cot(x)^2,csc(x)^2,contract trig
((1 + cot(x)^2) + 1)/((csc(x)^2) + 1),1,shifted_quotient_one,contract_trig_csc_squared,trig_contract,1 + cot(x)^2,csc(x)^2,contract trig
((sec(x)^2) + m) - ((1 + tan(x)^2) + m),0,additive_passthrough_zero,expand_trig_sec_squared,trig_expand,sec(x)^2,1 + tan(x)^2,expand trig
k*(sec(x)^2) - k*(1 + tan(x)^2),0,scaled_difference_zero,expand_trig_sec_squared,trig_expand,sec(x)^2,1 + tan(x)^2,expand trig
((sec(x)^2)/q) - ((1 + tan(x)^2)/q),0,common_denominator_zero,expand_trig_sec_squared,trig_expand,sec(x)^2,1 + tan(x)^2,expand trig
((sec(x)^2) + 1)/((1 + tan(x)^2) + 1),1,shifted_quotient_one,expand_trig_sec_squared,trig_expand,sec(x)^2,1 + tan(x)^2,expand trig
((csc(x)^2) + m) - ((1 + cot(x)^2) + m),0,additive_passthrough_zero,expand_trig_csc_squared,trig_expand,csc(x)^2,1 + cot(x)^2,expand trig
k*(csc(x)^2) - k*(1 + cot(x)^2),0,scaled_difference_zero,expand_trig_csc_squared,trig_expand,csc(x)^2,1 + cot(x)^2,expand trig
((csc(x)^2)/q) - ((1 + cot(x)^2)/q),0,common_denominator_zero,expand_trig_csc_squared,trig_expand,csc(x)^2,1 + cot(x)^2,expand trig
((csc(x)^2) + 1)/((1 + cot(x)^2) + 1),1,shifted_quotient_one,expand_trig_csc_squared,trig_expand,csc(x)^2,1 + cot(x)^2,expand trig
((sin(x)^2) + m) - (((1-cos(2*x))/2) + m),0,additive_passthrough_zero,expand_trig_half_angle_sin_squared,trig_expand,sin(x)^2,(1-cos(2*x))/2,expand trig
k*(sin(x)^2) - k*((1-cos(2*x))/2),0,scaled_difference_zero,expand_trig_half_angle_sin_squared,trig_expand,sin(x)^2,(1-cos(2*x))/2,expand trig
((sin(x)^2)/q) - (((1-cos(2*x))/2)/q),0,common_denominator_zero,expand_trig_half_angle_sin_squared,trig_expand,sin(x)^2,(1-cos(2*x))/2,expand trig
((sin(x)^2) + 1)/(((1-cos(2*x))/2) + 1),1,shifted_quotient_one,expand_trig_half_angle_sin_squared,trig_expand,sin(x)^2,(1-cos(2*x))/2,expand trig
((cos(x)^2) + m) - (((1+cos(2*x))/2) + m),0,additive_passthrough_zero,expand_trig_half_angle_cos_squared,trig_expand,cos(x)^2,(1+cos(2*x))/2,expand trig
k*(cos(x)^2) - k*((1+cos(2*x))/2),0,scaled_difference_zero,expand_trig_half_angle_cos_squared,trig_expand,cos(x)^2,(1+cos(2*x))/2,expand trig
((cos(x)^2)/q) - (((1+cos(2*x))/2)/q),0,common_denominator_zero,expand_trig_half_angle_cos_squared,trig_expand,cos(x)^2,(1+cos(2*x))/2,expand trig
((cos(x)^2) + 1)/(((1+cos(2*x))/2) + 1),1,shifted_quotient_one,expand_trig_half_angle_cos_squared,trig_expand,cos(x)^2,(1+cos(2*x))/2,expand trig
(((1-cos(2*x))/2) + m) - ((sin(x)^2) + m),0,additive_passthrough_zero,contract_trig_half_angle_sin_squared,trig_contract,(1-cos(2*x))/2,sin(x)^2,contract trig
k*((1-cos(2*x))/2) - k*(sin(x)^2),0,scaled_difference_zero,contract_trig_half_angle_sin_squared,trig_contract,(1-cos(2*x))/2,sin(x)^2,contract trig
(((1-cos(2*x))/2)/q) - ((sin(x)^2)/q),0,common_denominator_zero,contract_trig_half_angle_sin_squared,trig_contract,(1-cos(2*x))/2,sin(x)^2,contract trig
(((1-cos(2*x))/2) + 1)/((sin(x)^2) + 1),1,shifted_quotient_one,contract_trig_half_angle_sin_squared,trig_contract,(1-cos(2*x))/2,sin(x)^2,contract trig
(((1+cos(2*x))/2) + m) - ((cos(x)^2) + m),0,additive_passthrough_zero,contract_trig_half_angle_cos_squared,trig_contract,(1+cos(2*x))/2,cos(x)^2,contract trig
k*((1+cos(2*x))/2) - k*(cos(x)^2),0,scaled_difference_zero,contract_trig_half_angle_cos_squared,trig_contract,(1+cos(2*x))/2,cos(x)^2,contract trig
(((1+cos(2*x))/2)/q) - ((cos(x)^2)/q),0,common_denominator_zero,contract_trig_half_angle_cos_squared,trig_contract,(1+cos(2*x))/2,cos(x)^2,contract trig
(((1+cos(2*x))/2) + 1)/((cos(x)^2) + 1),1,shifted_quotient_one,contract_trig_half_angle_cos_squared,trig_contract,(1+cos(2*x))/2,cos(x)^2,contract trig
((sin(3*x)-sin(x)) + m) - ((2*cos(2*x)*sin(x)) + m),0,additive_passthrough_zero,contract_trig_sin_diff_special,trig_contract,sin(3*x)-sin(x),2*cos(2*x)*sin(x),expand trig
k*(sin(3*x)-sin(x)) - k*(2*cos(2*x)*sin(x)),0,scaled_difference_zero,contract_trig_sin_diff_special,trig_contract,sin(3*x)-sin(x),2*cos(2*x)*sin(x),expand trig
((sin(3*x)-sin(x))/q) - ((2*cos(2*x)*sin(x))/q),0,common_denominator_zero,contract_trig_sin_diff_special,trig_contract,sin(3*x)-sin(x),2*cos(2*x)*sin(x),expand trig
